Player,Pos,Squad,Age,Born,MP,Minutes,90s,League
Jason\Jason,MFDF,Valencia,26,1994,17,441,4.9,La Liga
Geoffrey Kondogbia\Geoffrey-Kondogbia,MF,Valencia,27,1993,5,440,4.9,La Liga
Aleix García\Aleix-Garcia,MF,Eibar,23,1997,11,437,4.9,La Liga
Ansu Fati\Ansu-Fati,FW,Barcelona,17,2002,7,431,4.8,La Liga
Víctor Rodríguez\Victor-Rodriguez,MF,Elche,31,1989,16,426,4.7,La Liga
Ibai Gómez\Ibai-Gomez,MF,Athletic Club,30,1989,13,424,4.7,La Liga
Francisco Portillo\Francisco-Portillo,MFFW,Getafe,30,1990,16,418,4.6,La Liga
Álvaro Giménez\Alvaro-Gimenez,FWMF,Cádiz,29,1991,11,407,4.5,La Liga
Alberto Soro\Alberto-Soro,FWMF,Granada,21,1999,15,393,4.4,La Liga
Carlos Fernández\Carlos-Fernandez,FWMF,Real Sociedad,24,1996,11,390,4.3,La Liga
Ivan Šaponjić\Ivan-Saponjic,FW,Cádiz,22,1997,9,388,4.3,La Liga
Paul Akouokou\Paul-Akouokou,MF,Betis,22,1997,10,378,4.2,La Liga
Waldo Rubio\Waldo-Rubio,FWMF,Valladolid,24,1995,10,375,4.2,La Liga
Jon Bautista\Jon-Bautista,FWMF,Real Sociedad,25,1995,21,370,4.1,La Liga
Augusto Fernández\Augusto-Fernandez,MF,Cádiz,34,1986,12,369,4.1,La Liga
Pablo Piatti\Pablo-Piatti,MFFW,Elche,31,1989,9,361,4,La Liga
Carlos Dominguez\Carlos-Dominguez,DF,Celta Vigo,19,2001,4,360,4,La Liga
David Gil\David-Gil,GK,Cádiz,26,1994,4,360,4,La Liga
Jaume Costa\Jaume-Costa,DFMF,Villarreal,32,1988,14,351,3.9,La Liga
Domingos Quina\Domingos-Quina,MF,Granada,20,1999,8,341,3.8,La Liga
Asier Illarramendi\Asier-Illarramendi,MF,Real Sociedad,30,1990,6,337,3.7,La Liga
Eliaquim Mangala\Eliaquim-Mangala,DF,Valencia,29,1991,7,321,3.6,La Liga
Miguel Gutiérrez\Miguel-Gutierrez,DF,Real Madrid,19,2001,6,316,3.5,La Liga
Jonás Ramalho\Jonas-Ramalho,DF,Osasuna,27,1993,5,304,3.4,La Liga
Facundo Ferreyra\Facundo-Ferreyra,FW,Celta Vigo,29,1991,13,300,3.3,La Liga
Yoel\Yoel,GK,Eibar,31,1988,4,300,3.3,La Liga
Takefusa Kubo\Takefusa-Kubo,MFFW,Villarreal,19,2001,13,299,3.3,La Liga
Vitolo\Vitolo,MFFW,Atlético Madrid,30,1989,10,298,3.3,La Liga
Riqui Puig\Riqui-Puig,MF,Barcelona,20,1999,14,292,3.2,La Liga
Juan Carlos\Juan-Carlos,MFFW,Huesca,29,1991,15,291,3.2,La Liga
Junior Firpo\Junior-Firpo,DF,Barcelona,23,1996,7,289,3.2,La Liga
Nino\Nino,MFFW,Elche,40,1980,16,284,3.2,La Liga
Juan Pérez\Juan-Perez,GK,Osasuna,24,1996,3,270,3,La Liga
Adrián Marín\Adrian-Marin,DFFW,Granada,23,1997,9,269,3,La Liga
Sergio Carreira\Sergio-Carreira,DF,Celta Vigo,19,2000,3,259,2.9,La Liga
Pepe\Pepe,DF,Granada,20,2000,3,253,2.8,La Liga
Yann Bodiger\Yann-Bodiger,MF,Cádiz,25,1995,9,251,2.8,La Liga
Javi López\Javi-Lopez,DFMF,Alavés,18,2002,9,248,2.8,La Liga
Martín Montoya\Martin-Montoya,DF,Betis,29,1991,5,239,2.7,La Liga
Álex Cantero\Alex-Cantero,FW,Levante,20,2000,4,237,2.6,La Liga
Martin Ødegaard\Martin-Odegaard,MFFW,Real Madrid,21,1998,7,234,2.6,La Liga
Vicente Esquerdo\Vicente-Esquerdo,MF,Valencia,21,1999,4,231,2.6,La Liga
Blanco\Blanco,MFDF,Real Madrid,20,2000,4,220,2.4,La Liga
Iñigo Córdoba\Inigo-Cordoba,MF,Alavés,23,1997,7,216,2.4,La Liga
Diego Costa\Diego-Costa,FW,Atlético Madrid,31,1988,7,208,2.3,La Liga
John Guidetti\John-Guidetti,FWMF,Alavés,28,1992,10,208,2.3,La Liga
Ezequiel Ávila\Ezequiel-Avila,MFFW,Osasuna,26,1994,8,202,2.2,La Liga
Thomas Partey\Thomas-Partey,MF,Atlético Madrid,27,1993,3,200,2.2,La Liga
Christian Oliva\Christian-Oliva,MF,Valencia,24,1996,9,198,2.2,La Liga
Damian Kądzior\Damian-Kadzior,FWMF,Eibar,28,1992,6,195,2.2,La Liga
Alberto Moreno\Alberto-Moreno,DF,Villarreal,28,1992,5,193,2.1,La Liga
Rubén\Ruben,GKMF,Osasuna,36,1984,3,187,2.1,La Liga
Francisco Reis Ferreira\Francisco-Reis-Ferreira,DF,Valencia,23,1997,3,181,2,La Liga
Alberto Cifuentes\Alberto-Cifuentes,GK,Cádiz,41,1979,2,180,2,La Liga
Gerónimo Rulli\Geronimo-Rulli,GK,Villarreal,28,1992,2,180,2,La Liga
Luisinho\Luisinho,DF,Huesca,35,1985,5,179,2,La Liga
Kiko Olivas\Kiko-Olivas,DFMF,Valladolid,31,1988,5,177,2,La Liga
Luismi\Luismi,MFDF,Elche,28,1992,11,168,1.9,La Liga
Raúl Navas\Raul-Navas,DF,Osasuna,32,1988,2,168,1.9,La Liga
Quique\Quique,FWMF,Eibar,30,1990,12,167,1.9,La Liga
Franco Vázquez\Franco-Vazquez,FWMF,Sevilla,31,1989,15,164,1.8,La Liga
Guillem Molina\Guillem-Molina,DF,Valencia,20,2000,2,153,1.7,La Liga
Dani Raba\Dani-Raba,MF,Villarreal,24,1995,5,150,1.7,La Liga
Luka Jović\Luka-Jovic,FWMF,Real Madrid,22,1997,4,149,1.7,La Liga
Jordan Holsgrove\Jordan-Holsgrove,MF,Celta Vigo,20,1999,5,145,1.6,La Liga
Carlos Fernández\Carlos-Fernandez,FW,Sevilla,24,1996,5,143,1.6,La Liga
Kelechi Nwakali\Kelechi-Nwakali,MFFW,Huesca,22,1998,5,141,1.6,La Liga
Alex Baena\Alex-Baena,MF,Villarreal,19,2001,6,137,1.5,La Liga
Miguel Ángel Rubio\Miguel-Angel-Rubio,DF,Valladolid,22,1998,2,135,1.5,La Liga
Sergio Arribas\Sergio-Arribas,FWDF,Real Madrid,18,2001,8,135,1.5,La Liga
Marvin\Marvin,DFFW,Real Madrid,20,2000,4,133,1.5,La Liga
Gabriel Veiga\Gabriel-Veiga,MFDF,Celta Vigo,18,2002,6,118,1.3,La Liga
Eugeni Valderrama\Eugeni-Valderrama,FWMF,Huesca,26,1994,3,115,1.3,La Liga
Álvaro Tejero\Alvaro-Tejero,DF,Eibar,24,1996,2,110,1.2,La Liga
Patrick Cutrone\Patrick-Cutrone,FW,Valencia,22,1998,7,108,1.2,La Liga
Javi Moyano\Javi-Moyano,DF,Valladolid,34,1986,2,103,1.1,La Liga
Ramon Azeez\Ramon-Azeez,MFDF,Granada,27,1992,2,101,1.1,La Liga
Cheick Doukouré\Cheick-Doukoure,MF,Levante,27,1992,7,101,1.1,La Liga
Moussa Dembélé\Moussa-Dembele,FWMF,Atlético Madrid,24,1996,5,100,1.1,La Liga
Oier Zarraga\Oier-Zarraga,MF,Athletic Club,21,1999,5,100,1.1,La Liga
Álex Martín\Alex-Martin,DF,Cádiz,22,1998,2,96,1.1,La Liga
Víctor Chust\Victor-Chust,DF,Real Madrid,20,2000,2,95,1.1,La Liga
Iñigo Córdoba\Inigo-Cordoba,FWMF,Athletic Club,23,1997,3,95,1.1,La Liga
Adrián Marín\Adrian-Marin,DFMF,Alavés,23,1997,5,93,1,La Liga
Ángel\Angel,GK,Granada,18,2002,1,90,1,La Liga
Barcia\Barcia,DF,Granada,19,2000,1,90,1,La Liga
Marc Baró\Marc-Baro,DF,Cádiz,20,1999,1,90,1,La Liga
Jokin Ezkieta\Jokin-Ezkieta,GK,Athletic Club,23,1996,1,90,1,La Liga
Sergio González\Sergio-Gonzalez,MFDF,Cádiz,23,1997,1,90,1,La Liga
Diego Llorente\Diego-Llorente,DF,Real Sociedad,26,1993,1,90,1,La Liga
